Season:,Champion:,Rarity_Score:,Rank:,Image:
2,379,68.77413852,739,https://ergotokens.org/#/?token=e8449277163addfc649eec3596d5af2ef75f9a077791d026d0fb53aaafff88a0
2,380,69.47998551,692,https://ergotokens.org/#/?token=e8469d9553a9266baf6f1babf04763a7b2da2efb6a799850692a57ed47845519
2,381,72.5866292,500,https://ergotokens.org/#/?token=ea45b5b0e220d79b7ad940471d1256c00b105ebd8250617514fef0b7511af761
2,382,59.73763555,1374,https://ergotokens.org/#/?token=eb0950a064dcf35a1301d4cd4933ebb995aed969597d24e7908a968c11a4b101
2,383,61.8583803,1236,https://ergotokens.org/#/?token=ecc981bc52d5fce77d15df20e387da7818a4bd73118cd07697a1dfb4743fbff0
2,384,69.66401559,682,https://ergotokens.org/#/?token=eead2dd8c623625119f7d935261cd6a4aff1d4f72d133f056a0e5ca25c20f923
2,385,70.09788353,651,https://ergotokens.org/#/?token=eec6ed6e94e1abb4a19dc3140c8f2e66ff8c7e86bc6c0aa36446c452e4f0b8ca
2,386,63.6835024,1112,https://ergotokens.org/#/?token=f054a4e9c3cfc8aec871b9bc73aeea225357c60e4f3a0bd6d99e07683b5c62c4
2,387,70.00388554,658,https://ergotokens.org/#/?token=f0f81b461c91bbbefd2e2d555fa59abf489083a055772d13f83e807ac03fcea1
2,388,62.65521946,1182,https://ergotokens.org/#/?token=f14003b7e6303c4f18d8db429bfd761df55ef4db2eaa9440dc3fc954dc6e511b
2,389,81.54970348,150,https://ergotokens.org/#/?token=f4056a127bf769ff1e38af361d44720892de33fbca0cebe39e3514b7ad65c2ba
2,390,69.27173007,703,https://ergotokens.org/#/?token=f56a977de6bf8d94a13d0f8739c9e3625d296fb1ab71fce98b0104e0bdfbbfa0
2,391,71.68309628,563,https://ergotokens.org/#/?token=f9c1805c908b7851968644ee2691115e4a07a2224afe552d98182cc4a8bb9456
2,392,69.81681594,668,https://ergotokens.org/#/?token=fb38c9a5725684065cc340704c77c89edf9a98a27a55f1357a38982b0a1a6e52
2,393,62.43015885,1199,https://ergotokens.org/#/?token=fb3bbf8b128d458d82232960a384deaedfb147f67815d0476dc76fd16a61d4ef
2,394,59.38443307,1390,https://ergotokens.org/#/?token=fe3a53cd802fdd7acca53e9f6dbf5d22d222700a8ace2d91cf348e5f137edc68
2,395,71.31229426,584,https://ergotokens.org/#/?token=007df8bca9287893f9aec1a4263dd8e0fd504e91d24e9a11d2cf1ee3af33e6b1
2,396,64.86582155,1042,https://ergotokens.org/#/?token=0150e543147ce71cf5e38946f61073cc4dfeed3c2ffeaed0168fb12cd8810eee
2,397,64.13964505,1083,https://ergotokens.org/#/?token=015d1f9c3e342b24bbcf41accf6ebeb1f29e234e134af88bbdf200b5d5177153
2,398,66.52532412,933,https://ergotokens.org/#/?token=0229d3371eab06cbc12889bceaab5dcc49307525d3c8f4786374feb832e5cbda
2,399,75.02717558,389,https://ergotokens.org/#/?token=026dc2a486aa4f20039c802d3055ad896f79b7b6dddc449563265d1ef04cae72
2,400,84.14127511,100,https://ergotokens.org/#/?token=032e29e2496c1c68d5e7d00229a3fa205f3c8aaee8779db897e775bca99d6777
2,401,60.47482618,1325,https://ergotokens.org/#/?token=05955e49275c8277be157e4c642b5967362bd344e576b14aefe924de2d0e3829
2,402,56.08225997,1487,https://ergotokens.org/#/?token=06f9d6bfd7635bb104d83078e1fb1ef74f24c32c90480fb00250ad668f4d9aba
2,403,75.79133011,349,https://ergotokens.org/#/?token=0a2c9063a05e1c336d7abb2187900b7ff2c9ccd614850a2e48bb50b20e481dc9
2,404,72.905776,479,https://ergotokens.org/#/?token=0a4919376992ca0b65fd51e68ff49ac1da34a9e2fb6eb2b69e56661d38ab43a2
2,405,67.50476508,854,https://ergotokens.org/#/?token=0b1b17565b495fd0c6fe735dfe17e28f9f16167de5e86fb40c085f10040916cf
2,406,75.91651767,344,https://ergotokens.org/#/?token=0bf70a62c24e6afbe23d75f8cfd4e08d5bd0062ddf090f68eab62f916fa34b53
2,407,73.27494347,458,https://ergotokens.org/#/?token=0e62c56ebfea6272f1d3eef24c772bc0647a701660007757a1a472aba3cddf02
2,408,61.65662374,1250,https://ergotokens.org/#/?token=0f441043c613e5db2a7fe7e718b4cf9dbfc8f468ac262d652c40084bf166988a
2,409,63.53587091,1124,https://ergotokens.org/#/?token=10be606ad4b648f16cb1f5037d9842ba45befdff90ce26d55044110681943ce1
2,410,89.89150369,36,https://ergotokens.org/#/?token=1107d4d5ad9a7ad5a64c1b270d71aeed1619dab9b0217713c68eb5acbac029d9
2,411,79.40441721,221,https://ergotokens.org/#/?token=12d3be18ebd7c305fddec5149da1e84d5bda6fc1804c90cad70710a6e84bf272
2,412,64.85097587,1046,https://ergotokens.org/#/?token=1352ec2df93bfb60976a557b982848c11fa563e348f46da954cbf18122b4dc08
2,413,84.87838762,85,https://ergotokens.org/#/?token=16271206ae85b73ac288dc13e0c3f77a2df5c6d308cc89677a43236bf6c6db5c
2,414,66.3870393,937,https://ergotokens.org/#/?token=167b60e49ae95899c3b491a74cc257b2616df7c327220f4d3990103b43791fd1
2,415,64.96724324,1035,https://ergotokens.org/#/?token=195e68ffceeb45c293e6bf2dfc13e3e032cd3147d24ae1388c043b7c2b249960
2,416,59.31402931,1395,https://ergotokens.org/#/?token=1a3864098dcba6f233c6209134e65ebc13b674cd5955fa889c665d6046eb5854
2,417,80.5736192,176,https://ergotokens.org/#/?token=1ec717c3343f1cef64ace7316c87921259de28d08e21590606439c92e1cbd7e0
2,418,74.34213557,408,https://ergotokens.org/#/?token=1fd4e1b99bc73ef3531bcaa3582660f73b11a01432e94848bc884dd02f7bb87f
2,419,72.43744617,508,https://ergotokens.org/#/?token=1ffa172041dc83ac92dcae0de1d0ec94cfe60e0dbaa94321f65238e57c01e4c9
2,420,69.64895825,684,https://ergotokens.org/#/?token=20af58b1f936e95b9f2f1b65cceedf1595a8c80e9a369ca78dc614edd70718dd
2,421,59.82693767,1368,https://ergotokens.org/#/?token=2124ba8f47b77f09359ff23f69d22622132ed52064fc9e190beb67af08bcac00
2,422,88.11510691,52,https://ergotokens.org/#/?token=218c5b5bddc0a8fa3cfa477ca659f599e320cfdb4d5de75c3b000949e85eb3a8
2,423,94.29065118,10,https://ergotokens.org/#/?token=21e76787a9d5698c53038914024ab8f48aa4caa4076445ac3fc74b518ca7714f
2,424,63.34390703,1136,https://ergotokens.org/#/?token=228a9c5f0a71ca87b4a78daabe41127ca0dcd1838b31884e008403e8072b16ac
2,425,70.3618628,638,https://ergotokens.org/#/?token=23c761161ed1f30d255d4217e9891a9cf06c62610681b348999611df6e613fce
2,426,67.49136325,855,https://ergotokens.org/#/?token=276b6d3a748ff94d56c20e4927848af51c365a13981ec86ffe511194c7df4702
2,427,60.22802005,1343,https://ergotokens.org/#/?token=2808694a2d151edf8a0cb71acb062e0bac671d3da99de7386a14fc7d4ca43618
2,428,64.11988324,1086,https://ergotokens.org/#/?token=2955b5d5001d5a8451772c5134251ff4363ab0f516f5f1d7fec0ee4b2e908212
2,429,79.78196132,204,https://ergotokens.org/#/?token=2c114f387e19f4472999bd53686cf17b54e6062da705ed550392b754106593f1
2,430,63.42545346,1131,https://ergotokens.org/#/?token=2f0bf2ea18bc268eabf27d72cac503ebf74e79b10e3c011cd906b39d9fcd2fce
2,431,73.94017121,422,https://ergotokens.org/#/?token=2ff5da2d664c0a76166b115a889183a0075f30524f6009aa7ac050e190a5e6b0
2,432,74.43693448,401,https://ergotokens.org/#/?token=312eae588d4bf0bd84150ff20dabad07a5613e9845c34038d3a588390e425265
2,433,71.0072614,600,https://ergotokens.org/#/?token=322cd7def6ed9f6cfb3e15c1612a664d94479639f1a295c7d34aaa827da387c9
2,434,70.33275098,640,https://ergotokens.org/#/?token=33a705376cb50e82e9d6b11be83eac1eac9a13cb2df6fae8408855810cbe72e7
2,435,68.44836711,768,https://ergotokens.org/#/?token=345f59ab49dde2cd4b9ca3f3a3284b6639ddca462ddef950469c2ad5d44d7f39
2,436,62.99667596,1164,https://ergotokens.org/#/?token=34f4e47d08c269f87a3f688893d2a6b3bdaaf955f938ffe08701b81851d502dc
2,437,64.79166948,1049,https://ergotokens.org/#/?token=3531c7f8bbba1eb2edad2bfb007b7cf408878539e892895fe483734698566adc
2,438,69.52170371,689,https://ergotokens.org/#/?token=355bb404fc54984faf496cd436eca1a444596982e9e0c17c330066c31a2e07b8
2,439,67.52986348,852,https://ergotokens.org/#/?token=372dd2eee2b57001726772941cca1de7600758e841341436fe2baee784d4b4c7
2,440,79.55088166,213,https://ergotokens.org/#/?token=3e6bcaca093a7c42fb43eaeda025347dce88500eac3af87f14ae81734f448c74
2,441,78.50003281,247,https://ergotokens.org/#/?token=3ec4086a0a7416d8185801c6c6e11a0acae959bec11f835ffe6a362212cc488a
2,442,56.42465668,1481,https://ergotokens.org/#/?token=3f985652f76115507149a0b581acc2c8253b6724bbf259f0cf67cf8fc0ce6a07
2,443,63.08096038,1159,https://ergotokens.org/#/?token=40907b993947f42102562bf3feacf762f8daeb8fd1be9fa2f86cfa64f2e19be0
2,444,78.54147963,245,https://ergotokens.org/#/?token=4097295e47ce9f2442a813ba9452e37b220e97dae38419c14277df6eae192461
2,445,82.72624418,126,https://ergotokens.org/#/?token=4249c98afdf2635849501b1ddc44ef15971bb1ae1939d55ada1d770900b367d0
2,446,58.35121691,1435,https://ergotokens.org/#/?token=42963db12b0d329e7c1c4be91275a49d7ae1130d07756fb0ab0257e9f8ec532f
2,447,65.32094965,1002,https://ergotokens.org/#/?token=433a5bf4cce0a76add35534347ba745806f7a8b2f3cbf897f32c3d47c956c2e6
2,448,80.19597643,187,https://ergotokens.org/#/?token=46727aa2e029eeb9d670d452bf437e9f0908996516472a5ae1c1beca145193d9
2,449,71.00021467,602,https://ergotokens.org/#/?token=47ac7666af83489b4bb6db0575ba462d5c3473d7e1d6ae2faa146452549894fe
2,450,88.07927303,53,https://ergotokens.org/#/?token=47ca944640968ead019604c4b57f51e242338ddea1e38fe43a862a7183db031c
2,451,82.37580121,132,https://ergotokens.org/#/?token=481662949e3056aab51422bfd77e4f5abc4a4e8a25cc7a5dfd6375750f7fe758
2,452,67.25717076,875,https://ergotokens.org/#/?token=4d59b185407023ea0bb97498bf15a9813448d238a9a2e37852dc522b49a8f8c6
2,453,81.34242978,156,https://ergotokens.org/#/?token=4dbeb3dbbad73b7ec6831691b3edb5ecc1d00e09864b2b7af152cca5d98e9628
2,454,64.11217043,1087,https://ergotokens.org/#/?token=5004895d0ef69c3d1aeed5dbd583693f7df41e5fd0a24c0b09b9f1ed53f310ec
2,455,88.70766279,47,https://ergotokens.org/#/?token=5061c2774304d06190b8d7aa76492e9db7f5c0e63c5922300219154902d3be8f
2,456,68.97681175,726,https://ergotokens.org/#/?token=51f5d7d50a40472831c0728d388c93c72b3744ead029798e04f7d8283019c60f
2,457,76.79426099,304,https://ergotokens.org/#/?token=54e911faa90312af8abca6ea71d3ae3934ef582075d12bff282ea1c5d5aec7b2
2,458,64.77751933,1050,https://ergotokens.org/#/?token=561fb1e8ed6c94daf57ee942200ba515e92c24bf86bf8f018909cec07af7a50e
2,459,71.10163098,593,https://ergotokens.org/#/?token=56298294dc39b1e71d440b86bdd9637acc9ab9adab20de0fb5aac384806c6bea
2,460,76.25249263,330,https://ergotokens.org/#/?token=58b685f8fcfbd87b81e692f719245ff2f3a5f605ba969ecadb8d4d89a7188fdd
2,461,71.09574017,595,https://ergotokens.org/#/?token=58c2eef2f9cf1afd5ef041725886320e13bc941970649717ad4801ee73d80da3
2,462,67.30047199,869,https://ergotokens.org/#/?token=5adf0388750a7a4697cb802503dfaaaca8c19344dcf4f2a84b2f2fb39c7063e8
2,463,83.85494533,105,https://ergotokens.org/#/?token=5b599ad211f77324a32014b776e49e76acadba1f5e4b1a68818b95c184816116
2,464,79.16652779,229,https://ergotokens.org/#/?token=5ebf8d230dc985bc2cd91e5e3cb17de28a9be2771c8278ce042a5c1091d7f919
2,465,60.7792039,1307,https://ergotokens.org/#/?token=5eedf53d0d07291be481156c97eabb1227c3af00e9652af2a8d94f5c6d08f5bc
2,466,64.44666279,1065,https://ergotokens.org/#/?token=60546fa48f13351380c1aedb995b978b1c24a36cc193a113cfd9dc13c5f5f48e
2,467,82.075277,136,https://ergotokens.org/#/?token=607d45e2a1210bbe27fd4c9b05e653186a6e6b6124256a521c8e1611dc4725dc
2,468,57.67947634,1457,https://ergotokens.org/#/?token=63beffa0c75147124f4e8bf03e8a90914b8d2a8b27d024e2ed7265b043b9c1b3
2,469,78.13900195,261,https://ergotokens.org/#/?token=67a6f7227ca4ab3e829dd3047bbc809c7891ec8517da7d05dc1aafd20d17ea26
2,470,60.75894021,1310,https://ergotokens.org/#/?token=68d67b0410b05c1231155820b3edb6c2b780abf7a9d9b93a597f15ccfb32696a
2,471,63.94394601,1099,https://ergotokens.org/#/?token=6b0b49e5981d65113f20f2d4fc981219ff80d5ad8a7fb1a31c4d8896da05cacc
2,472,76.30259227,327,https://ergotokens.org/#/?token=6c60fdb03b14354bce946461d10808c3e5063daeac83bc4632c1a93b193c426b
2,473,66.24188978,948,https://ergotokens.org/#/?token=6c651a5e29e443ea20dae0981c711674f9bff0545698513395b4316532918b66
2,474,68.13060633,796,https://ergotokens.org/#/?token=6ce0d7d02e706772653061aea0543de7547bc0979c4944d3488271a35da19700
2,475,62.14927311,1217,https://ergotokens.org/#/?token=70a1ec7bb2871fd252dffd2c5b449e6d4e511eca3143b400d23a2b6f72024260
2,476,65.1491422,1020,https://ergotokens.org/#/?token=72bba1246fe11aced5dbe96216b564494b53ca57d99711cdb2e77c80672623f3
2,477,80.16473241,188,https://ergotokens.org/#/?token=733a833c2e7266f57ab99306bb4b531ac17bd8d27b90e4a9ebda6106a3c8bc0a
2,478,65.80948779,969,https://ergotokens.org/#/?token=75491eec72b8c75e04c62cb50ada5ba206e77e671ccc2f351ad602fbc2bbb3d9
2,479,81.99061239,137,https://ergotokens.org/#/?token=772d94f738b6514209219295850befb71e752594d756a50218feaeb05f457ba3
2,480,72.50555364,507,https://ergotokens.org/#/?token=7ca61c95baa898d8d3a834a2685dce46d7270e167d3297930d18e697b7dab71d
2,481,82.57412511,127,https://ergotokens.org/#/?token=7dc3eb75075163c715e97e55c20d3246bee6e97074c0958d8f521eadef95c0ea
2,482,58.73681896,1415,https://ergotokens.org/#/?token=8136e91eea31c8112ca8fd86538debaa34db6f1b00e35b2560c113db77df0174
2,483,67.01283762,894,https://ergotokens.org/#/?token=8186487d212ac8ae863b1a05192f16cbc002980bff4d020a22ff53eb9f5f326c
2,484,67.40929225,862,https://ergotokens.org/#/?token=81dd002fc76fc5fe06a372bf836e2a6b46c8ccef279f1224c89ba6b51898e3f7
2,485,67.39384518,863,https://ergotokens.org/#/?token=8268a5bf91409537165a41c6901f1509739694c1858eb10c3187ef79a28cd6dd
2,486,67.80508776,828,https://ergotokens.org/#/?token=842029d1c62570d53540efefa8ca5281c076753d5371f98f2be25fd0ad974f98
2,487,69.55671125,688,https://ergotokens.org/#/?token=842288c665594fa890df3b94ab661131a6e18007c5fe9266fe712d803c9fc5bf
2,488,73.54772212,443,https://ergotokens.org/#/?token=8424e0908be7e668e4396f7e2c6830dab60366726124ce3e4a626daafa5bec24
2,489,63.50366722,1128,https://ergotokens.org/#/?token=8655d0ae4fe9f21b00f55e8e3132a17f3a7bc687eac50d7f1217ea32e05e8127
2,490,59.92522729,1363,https://ergotokens.org/#/?token=89eae734a6cc91f292d8be1e90b4ce5f01b96e65d733abda91c6b30f91f8931b
2,491,67.660504,839,https://ergotokens.org/#/?token=8a15fbb5eaa35901a23d731ca59a921cb39c005c88020b6af5192d90ec48051b
2,492,80.49794767,179,https://ergotokens.org/#/?token=8b7537be3262e4fa02f957e0ce74f52a5f958c7242ed3ae48f9a21b3efc35d99
2,493,68.7708083,740,https://ergotokens.org/#/?token=8c87ea7e485cfd24ced5b50ff9c0bd013a12cc0e4ae14d9ad4a89123c1ac5811
2,494,84.41203014,93,https://ergotokens.org/#/?token=8c9e7bde3013c38af7fa80a22d95dd52bf6b8ad80fe6c1768608f3068155828a
2,495,62.89252621,1169,https://ergotokens.org/#/?token=8d67db94e74e96f3a2cd4ed131328b2ca9e94d9913c601072d3420ddd05344b0
2,496,59.94322185,1361,https://ergotokens.org/#/?token=8dd5f2979ac99ec6c85f7e56c63f227ef63afd4ebf77094a5a1923248f0718f8
2,497,68.36045083,777,https://ergotokens.org/#/?token=8df818e9113cab081568f4e6aa32a1e4dad9911f5a1cbcd69c57fe2e83f9bb0d
2,498,81.63933193,148,https://ergotokens.org/#/?token=8f458fe862d39335737f8d0d334c718735538584d4b7f0cb6acfef1a3c0bde34
2,499,60.72954833,1311,https://ergotokens.org/#/?token=907ecf4107f1d5783ada1b7f850800dd7523f8af43966c7fb9134fdf9e3758cf
2,500,69.09431317,717,https://ergotokens.org/#/?token=90aed6cc3eeed138941b00600c39b75576c9ef127dec71b21e0ddeed3ddd50ed
2,501,62.42109097,1200,https://ergotokens.org/#/?token=9102ab6e6a22e141ee0e1e9ced7868cea12c4be3e07d55ebbb2b7b38b304d8d1
2,502,67.12702236,887,https://ergotokens.org/#/?token=929f6135c6704d01ce03379586245a25de823309beb151b3663ce067a2093f6a
2,503,81.12674992,166,https://ergotokens.org/#/?token=934d8dba46cf6a02907c47ccd8cedd5a39e0a02e58e797b05df98ed83b7b42c1
2,504,64.04403743,1092,https://ergotokens.org/#/?token=942c4fbcffa7b471d876390f69e58cba3c787344751c2a812056305eac1d9348
2,505,67.90554175,818,https://ergotokens.org/#/?token=9479c903afd9c3c5881d95b7670171e42ae9fa98cbe4b8126d4aefa870e63938
2,506,67.65912603,840,https://ergotokens.org/#/?token=94e589a40a5fccbbc10c443d5c20961f4e477f5a6bf80fa375623c8f3f2cf465
2,507,66.54359688,932,https://ergotokens.org/#/?token=959ad19b2c6c9e1f8aeeba81a6d4b2ad030f88f757e13e8ffbed8bde60db1dba
2,508,76.79330406,305,https://ergotokens.org/#/?token=95f8421828f22f34f1a459378d384efedec61207424d1972558475cc4a1a4c8c
2,509,90.45776617,32,https://ergotokens.org/#/?token=979d7e1a6ca502404ef9196baa5bf0d92410a2ba53c877612fe1c2324c4f8a7f
2,510,62.07850497,1222,https://ergotokens.org/#/?token=98db141aec590ee770098cdf48d5d0eba458467fb277610c42401501f20a20f5
2,511,70.85366694,613,https://ergotokens.org/#/?token=9bbdc3e510a560bbfb02002b8bbe408650331e7b41056d3931bd6cf352081fc8
2,512,79.4282754,219,https://ergotokens.org/#/?token=9ca14b3653459c2d9c11e85d7a318937c125a179f4ddce605fb22479b3f7e43d
2,513,72.95399967,477,https://ergotokens.org/#/?token=a011acc4d0a6f622e0f34fd78f8460d468397526efe5a0333513a3ee4abac2be
2,514,63.91184077,1102,https://ergotokens.org/#/?token=a1f2950e5c68f77717e747b578d18d2cfa64faa5e62b3fd3dc07d2f0d55a98cb
2,515,76.28218652,328,https://ergotokens.org/#/?token=a20a799e18b6a15e50a9bc597204fd3e09d11be8a33ca3a58a8282ab27d01428
2,516,71.38731417,579,https://ergotokens.org/#/?token=a512c95d25ec0a996b5c86bec059fff7f7bfae659ad517192936882ac3eab96f
2,517,60.4314648,1329,https://ergotokens.org/#/?token=a593efcd41f849cd5469318f5f1e05f54ec3c1f4fb43238b50e0c0b14fe468f3
2,518,67.63936638,841,https://ergotokens.org/#/?token=a5d0059baace652e93e294d4319a80652765fb3e7a88e96a4d14b89a633e5ec0
2,519,59.76318371,1371,https://ergotokens.org/#/?token=a875f66845aa358717ecb916af9777b978a773a2c5f3eb26fbd4d2784f56da21
2,520,65.67940136,984,https://ergotokens.org/#/?token=a8abbc73cb20e433a044f61ff113c85bd259fa60b76bf40370e2c6d544ab6688
2,521,90.50635003,31,https://ergotokens.org/#/?token=a9b0384af67b18db105fa47199e3a472ba319efe58e1c57595426b16de399a15
2,522,76.21266763,332,https://ergotokens.org/#/?token=ab14a57b5b14b0f9cda06d83f88937a8f3a9095602f56815435f424b0c5ea56b
2,523,72.34648212,513,https://ergotokens.org/#/?token=ab3865953bfba4ea254c1f375a329f847f2876c6f64247a28b0b400e9950554d
2,524,73.27208224,459,https://ergotokens.org/#/?token=ac30e7e54f8777b1a36737e71eecefd93d7f3513121c8473e9846c7a7cfb3d89
2,525,72.98207823,475,https://ergotokens.org/#/?token=ae9bc49ecd09c220ba609e8481226ce01c1baebca3c2ffbb8609bca971983f92
2,526,66.31190174,941,https://ergotokens.org/#/?token=b1df1356f90c2926ef1a5b5f1f170c5938ada007d907865b078445efe92ca794
2,527,79.80941286,202,https://ergotokens.org/#/?token=b227279a1108664f31da548fe51201a66e3c275670f285e62c14359f988c8e4d
2,528,80.11299698,190,https://ergotokens.org/#/?token=b230b6c70043ddf015bb77d834ce1880feed15b4bc8903b79826d014ad63cd26
2,529,76.98117738,293,https://ergotokens.org/#/?token=b24bdf3b2ccb4894dc837dcc3e53f75361f74b2e1d221852d429231f35a359a4
2,530,70.92550286,609,https://ergotokens.org/#/?token=b2529e87d012c8abc336eb77c8c22462a45f3aaa47083a034abc77adcd2dec24
2,531,58.21093779,1443,https://ergotokens.org/#/?token=b2e5a172a7192022ae9078f0d118bfaa1b2fa62669c922e641aabd8315632d78
2,532,70.21273051,648,https://ergotokens.org/#/?token=b3a5d23d9b815e4f6499cdf1b7e2b980023f95c2a51c33c17e805df16fe2781c
2,533,66.19438106,951,https://ergotokens.org/#/?token=b52537c0bba2b0148358352cd457698e71d5eed8dfc916980f0817af4018097a
2,534,58.8911535,1408,https://ergotokens.org/#/?token=b6b6bfc7e3b973b325c3c6368806280a7d083b52edb684bff35b95e19ba276a3
2,535,78.38365391,253,https://ergotokens.org/#/?token=b6bd13eeedde1592f4ed3bf78f6dc6725567fb912c01692a9c452a5ef3842846
2,536,71.6695592,564,https://ergotokens.org/#/?token=b6d543791e7c968879f9df5ca6596acd283887f36585679468b3ca22b221fa95
2,537,73.80057236,435,https://ergotokens.org/#/?token=b83c4e684267bf8fddf52b1342f42e378dc65e533fddb2147cb77582b240081b
2,538,71.76125721,557,https://ergotokens.org/#/?token=b9235427c68a4bd8b4883fdb2e4b95ba0b9b8e96bcf390f28d1bb04ee5210eed
2,539,93.41748986,16,https://ergotokens.org/#/?token=b93e163fcfc355950ee11edab6bc15ea1aa4fb3cdcc56b4673b34be25d7a4eb1
2,540,89.29470203,42,https://ergotokens.org/#/?token=bc0f3bcc7b13ee68c80b4dfe8d3a025d6eadb25c67ccd0dd07ed8e4d2866991e
2,541,80.05760048,192,https://ergotokens.org/#/?token=bc5f0c1a9bcb04afcf7ca40a6db1c41b06f2e4c0f939b689d01fe5e32475256e
2,542,71.28508597,585,https://ergotokens.org/#/?token=bcd090c26c91355dcf0b11dc920bb7b9ea532fdeafe34c2139224dadadc0de6b
2,543,71.93278835,546,https://ergotokens.org/#/?token=bdf8020ecc5652d36329c50a958d648676226867c2c996c90bab5cf65a683182
2,544,69.86302437,663,https://ergotokens.org/#/?token=bf3f3e1ebfe68022388015de7cdebeb513dcff93bc45cff74f724e2b909cc833
2,545,67.25839138,874,https://ergotokens.org/#/?token=c27224f22ea7f440e273cd39390d32e6b8241c0ec3f803c726da870b8b24ef20
2,546,64.97828774,1034,https://ergotokens.org/#/?token=c57cdbaf7f46e8bbd778b5bc6dd2496c40c44d16cb4dc9d93ce7c1a9e5dc6b0c
2,547,68.9129607,732,https://ergotokens.org/#/?token=c5fe33a3e031e8d6b07bac05f8ecd60f293d2e922e6034b671950ab29cce561a
2,548,95.99398384,7,https://ergotokens.org/#/?token=cbb0a00eeb7c8ef3afe72583fe576d3bae21e19878314edea588959e61cd806a
2,549,58.62928306,1424,https://ergotokens.org/#/?token=cc85a88899b9ee371c86983c80054e71eb1ab35607da7e18930788d53137639c
2,550,60.45003496,1327,https://ergotokens.org/#/?token=cdb4c3acbf89d599262d53f76957103634e925c3168434fda2f23fb53d07a7c8
2,551,85.79559835,74,https://ergotokens.org/#/?token=cf795b3343eb68ffbdc5839ce6ef1838004163e38802a4fd823a37c004347783
2,552,60.34650337,1337,https://ergotokens.org/#/?token=d13f48519ba7544cbe34c6b878e4ed1286f644c3cd47f166289f9c8021ce061b
2,553,82.97878182,120,https://ergotokens.org/#/?token=d16c6a907e58e5cf41f5d75f2b2b445bf69211dc9d0fba87241375bd9573dbc1
2,554,62.24806862,1209,https://ergotokens.org/#/?token=d1ebc64be12c2104ede374c68efa3b0f290defa5a2fa627f650793082437e8b8
2,555,63.11544053,1156,https://ergotokens.org/#/?token=d231e5166913226dd556a171102f5f475b14d800bb4218067c06259273220821
2,556,74.09359228,419,https://ergotokens.org/#/?token=d26224d156c14fdbd532e499989f9ceb79bce862e24219fe025c734a3a53c19b
2,557,60.53309772,1320,https://ergotokens.org/#/?token=d5765f7d587b6cf208d14ae9c37ba0814d1e3f34df8029e70b708a71f7a262e1
2,558,66.81744604,909,https://ergotokens.org/#/?token=d8059d2e86ed82bbfab576432cacc9cee9369b0bc014839c279409567c367034
2,559,62.16930606,1213,https://ergotokens.org/#/?token=d8cb6b7c6a7d95dbac87a9785908bd195935946f13ae92a64513bf515ea9e3ab
2,560,78.56366702,243,https://ergotokens.org/#/?token=d8dbe55f4af465bf6323f6813da0bc52744f3dd184e47b047ad40dbd7b630b22
2,561,68.17074333,794,https://ergotokens.org/#/?token=daa48afcd554b2437a93cb126a9fe6712f34a2b7deb9fcfffc673956be27a064
2,562,60.02630468,1355,https://ergotokens.org/#/?token=e001075a8714cead4840d9faad0acdf75cf91fc60cf54c97e3e90d50b233c3b5
2,563,74.38094282,404,https://ergotokens.org/#/?token=e04c35dcddb44048d52309b37c9874febc4f013b111d586e01d409e6a7bb5b49
2,564,67.14566395,885,https://ergotokens.org/#/?token=e189fa33e19d99a1cbd90976031accdb95dfd664e6247c6ba77bc0a26bf9dea2
2,565,72.77744627,486,https://ergotokens.org/#/?token=e19605f8ae6d30cf0c984894b94c9a5487f5f141aa76669b2b92c0c5af494686
2,566,63.48539275,1130,https://ergotokens.org/#/?token=e294737a57d891b9d3d1808708992075f139080d6f8443d0dbdf1c52b7127551
2,567,69.13379624,714,https://ergotokens.org/#/?token=e4c2fcbf1dd980f7be07375439a967694f930d69378255bd39aeb09daaf9a445
2,568,65.83046307,966,https://ergotokens.org/#/?token=e5e7be26cd884a216db6dc53c136de1a998d3053860b3c8213ff0d48a5f5588d
2,569,82.8395627,122,https://ergotokens.org/#/?token=e624ceb1a6c63333df3bfade1d271455787c9cb893eed840907eef2dbe636663
2,570,64.85403546,1045,https://ergotokens.org/#/?token=e6a65508fcd76344fa4e4a8491157f3d9c6ca82df097a4091a75d25f62e5a7db
2,571,73.07111602,471,https://ergotokens.org/#/?token=e7c0a42bf5cfccb3ae63c71b8258daa08de695692182bf51355585b233554ccb
2,572,60.66285537,1313,https://ergotokens.org/#/?token=e90345555d91863feb2c06a1fa3757a118b3afeeefba796bec0bf9435c1af648
2,573,59.65192834,1378,https://ergotokens.org/#/?token=eb8ed2610ec40183f864341307d2d8d70bbd9ee1635bd55d1b720d82688c1b00
2,574,59.22680949,1398,https://ergotokens.org/#/?token=ecabca6c57218c80da8ebb5f7497a1b604023c438b7e3b132ea3fd5b4011ff84
2,575,72.34460259,514,https://ergotokens.org/#/?token=ece3fd154f520c22f225cb82a123f1c7644d7b1e0d7fd1992da7f62e92fda7cf
2,576,67.03275849,892,https://ergotokens.org/#/?token=eeba8d8aa2af5dab32cbd43a3cd7ae19074b9f3f4ad8dcced799e06426b4be44
2,577,68.27343665,782,https://ergotokens.org/#/?token=eee4244ee763cc8e6243f2e307794fc22b0f69bd2d83989e2e45872283d7cf42
